index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
5625,"[0, 80[", Self-emp-not-inc,105010,*,13,*,*, Husband,*,*,0,0,40,*,>50K
5626,"[0, 80[", Private,198203,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5627,"[0, 80[", Local-gov,215419,*,10,*,*, Unmarried,*,*,0,0,40,*,<=50K
5628,"[0, 80[", Private,120460,*,10,*,*, Husband,*,*,0,0,50,*,>50K
5629,"[0, 80[", Private,199316,*,10,*,*, Other-relative,*,*,0,0,40,*,<=50K
5630,"[0, 80[", Private,146919,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5631,"[0, 80[", Private,174744,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5633,"[0, 80[", Private,249957,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
5634,"[0, 80[", Private,146574,*,14,*,*, Husband,*,*,0,0,50,*,>50K
5635,"[0, 80[", State-gov,156417,*,10,*,*, Unmarried,*,*,0,0,20,*,<=50K
5637,"[0, 80[", Private,63363,*,10,*,*, Own-child,*,*,0,0,30,*,<=50K
5638,"[0, 80[", Private,190107,*,13,*,*, Own-child,*,*,0,0,40,*,<=50K
5639,"[0, 80[", Private,126569,*,14,*,*, Husband,*,*,0,0,60,*,>50K
5640,"[0, 80[", Private,176756,*,8,*,*, Husband,*,*,0,0,40,*,<=50K
5641,"[0, 80[", Private,115161,*,9,*,*, Husband,*,*,0,0,30,*,<=50K
5642,"[0, 80[", Self-emp-not-inc,138892,*,7,*,*, Husband,*,*,0,0,15,*,<=50K
5643,"[0, 80[", Private,256864,*,9,*,*, Husband,*,*,0,0,50,*,>50K
5644,"[0, 80[", Private,265083,*,6,*,*, Not-in-family,*,*,0,0,38,*,<=50K
5645,"[0, 80[", Private,249948,*,10,*,*, Not-in-family,*,*,0,0,34,*,<=50K
5646,"[0, 80[", Federal-gov,31141,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5647,"[0, 80[", Private,164190,*,9,*,*, Not-in-family,*,*,0,0,38,*,<=50K
5649,"[0, 80[", Self-emp-not-inc,174789,*,13,*,*, Husband,*,*,0,0,50,*,>50K
5650,"[0, 80[", Private,199753,*,9,*,*, Own-child,*,*,0,0,48,*,<=50K
5652,"[0, 80[", ?,188166,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5653,"[0, 80[", Private,96586,*,11,*,*, Husband,*,*,0,0,40,*,<=50K
5654,"[0, 80[", Private,189590,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5655,"[0, 80[", Private,140590,*,10,*,*, Not-in-family,*,*,0,0,33,*,<=50K
5656,"[0, 80[", Private,255702,*,9,*,*, Own-child,*,*,0,0,27,*,<=50K
5657,"[0, 80[", Private,260782,*,10,*,*, Husband,*,*,0,0,41,*,>50K
5659,"[0, 80[", State-gov,151322,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5660,"[0, 80[", Private,192869,*,9,*,*, Husband,*,*,0,0,40,*,>50K
5661,"[0, 80[", Private,93604,*,4,*,*, Own-child,*,*,0,1602,32,*,<=50K
5662,"[0, 80[", Private,86958,*,5,*,*, Wife,*,*,0,0,40,*,<=50K
5663,"[0, 80[", Local-gov,228723,*,9,*,*, Not-in-family,*,*,0,0,40,*,>50K
5664,"[0, 80[", Private,192644,*,9,*,*, Unmarried,*,*,0,0,35,*,<=50K
5666,"[0, 80[", Private,43269,*,9,*,*, Husband,*,*,0,0,50,*,>50K
5667,"[0, 80[", Private,190040,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5668,"[0, 80[", Private,306108,*,16,*,*, Not-in-family,*,*,0,0,40,*,>50K
5669,"[0, 80[", Private,220148,*,9,*,*, Husband,*,*,0,1848,50,*,>50K
5670,"[0, 80[", Private,381645,*,13,*,*, Not-in-family,*,*,0,0,50,*,<=50K
5671,"[0, 80[", Private,216361,*,10,*,*, Husband,*,*,0,0,16,*,<=50K
5672,"[0, 80[", Private,213722,*,10,*,*, Not-in-family,*,*,0,0,50,*,>50K
5674,"[0, 80[", Private,208277,*,10,*,*, Own-child,*,*,0,0,44,*,>50K
5675,"[0, 80[", State-gov,352628,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5676,"[0, 80[", Private,129620,*,6,*,*, Other-relative,*,*,0,0,30,*,<=50K
5677,"[0, 80[", Private,249550,*,10,*,*, Not-in-family,*,*,0,0,44,*,<=50K
5679,"[0, 80[", ?,173542,*,13,*,*, Husband,*,*,0,0,10,*,<=50K
5680,"[0, 80[", Private,167670,*,13,*,*, Husband,*,*,0,0,35,*,<=50K
5681,"[0, 80[", Private,81578,*,5,*,*, Husband,*,*,0,0,40,*,<=50K
5682,"[0, 80[", Private,160662,*,16,*,*, Husband,*,*,0,0,80,*,>50K
5683,"[0, 80[", Private,163322,*,13,*,*, Not-in-family,*,*,0,0,30,*,<=50K
5684,"[0, 80[", Private,152189,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
5685,"[0, 80[", Private,106176,*,14,*,*, Husband,*,*,7298,0,60,*,>50K
5686,"[0, 80[", State-gov,159191,*,10,*,*, Not-in-family,*,*,0,810,38,*,<=50K
5687,"[0, 80[", ?,250263,*,10,*,*, Husband,*,*,3432,0,30,*,<=50K
5688,"[0, 80[", Private,78410,*,9,*,*, Wife,*,*,0,0,40,*,>50K
5689,"[0, 80[", Private,131379,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
5690,"[0, 80[", Private,166929,*,7,*,*, Husband,*,*,0,0,40,*,<=50K
5691,"[0, 80[", Private,380357,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5692,"[0, 80[", Private,79190,*,9,*,*, Own-child,*,*,0,0,35,*,<=50K
5693,"[0, 80[", Private,342164,*,9,*,*, Unmarried,*,*,0,0,37,*,<=50K
5694,"[0, 80[", Private,182616,*,11,*,*, Husband,*,*,0,0,40,*,>50K
5695,"[0, 80[", Private,339473,*,10,*,*, Not-in-family,*,*,0,0,60,*,<=50K
5696,"[0, 80[", Local-gov,381153,*,10,*,*, Husband,*,*,15024,0,56,*,>50K
5697,"[0, 80[", Private,300816,*,13,*,*, Unmarried,*,*,0,0,20,*,<=50K
5698,"[0, 80[", Private,240988,*,7,*,*, Husband,*,*,0,0,40,*,<=50K
5699,"[0, 80[", Private,149224,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5700,"[0, 80[", Private,168216,*,4,*,*, Husband,*,*,0,0,48,*,<=50K
5701,"[0, 80[", Private,286487,*,9,*,*, Husband,*,*,2885,0,45,*,<=50K
5702,"[0, 80[", Private,305597,*,9,*,*, Husband,*,*,0,0,40,*,>50K
5703,"[0, 80[", Self-emp-not-inc,109766,*,15,*,*, Husband,*,*,15024,0,50,*,>50K
5704,"[0, 80[", Self-emp-not-inc,188798,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
5705,"[0, 80[", Self-emp-not-inc,240170,*,13,*,*, Husband,*,*,0,0,50,*,<=50K
5706,"[0, 80[", Private,459465,*,10,*,*, Not-in-family,*,*,0,0,50,*,<=50K
5707,"[0, 80[", Local-gov,162506,*,14,*,*, Husband,*,*,0,0,35,*,<=50K
5708,"[0, 80[", Self-emp-not-inc,145441,*,15,*,*, Husband,*,*,0,0,30,*,>50K
5709,"[0, 80[", Federal-gov,129573,*,16,*,*, Husband,*,*,0,0,72,*,>50K
5710,"[0, 80[", Private,27444,*,10,*,*, Husband,*,*,0,0,46,*,>50K
5711,"[0, 80[", Private,195258,*,9,*,*, Husband,*,*,0,0,40,*,>50K
5712,"[0, 80[", State-gov,55272,*,10,*,*, Husband,*,*,0,0,40,*,>50K
5713,"[0, 80[", Self-emp-not-inc,164526,*,15,*,*, Not-in-family,*,*,0,2824,45,*,>50K
5714,"[0, 80[", Private,27802,*,11,*,*, Husband,*,*,0,0,40,*,<=50K
5715,"[0, 80[", State-gov,165289,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
5717,"[0, 80[", Private,317175,*,13,*,*, Husband,*,*,0,0,45,*,>50K
5718,"[0, 80[", Self-emp-inc,163237,*,10,*,*, Husband,*,*,0,0,65,*,<=50K
5719,"[0, 80[", Private,170408,*,11,*,*, Not-in-family,*,*,0,0,30,*,<=50K
5720,"[0, 80[", ?,55950,*,13,*,*, Own-child,*,*,0,0,40,*,<=50K
5721,"[0, 80[", Private,76625,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
5722,"[0, 80[", Private,366066,*,12,*,*, Own-child,*,*,0,0,40,*,<=50K
5723,"[0, 80[", Private,349368,*,9,*,*, Other-relative,*,*,0,0,40,*,<=50K
5724,"[0, 80[", Private,286824,*,10,*,*, Own-child,*,*,0,0,12,*,<=50K
5725,"[0, 80[", Private,373263,*,9,*,*, Wife,*,*,0,0,40,*,<=50K
5726,"[0, 80[", Private,161978,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
5728,"[0, 80[", Local-gov,109089,*,15,*,*, Husband,*,*,0,0,40,*,>50K
5729,"[0, 80[", Private,110151,*,11,*,*, Unmarried,*,*,0,0,45,*,<=50K
5730,"[0, 80[", Private,34110,*,10,*,*, Not-in-family,*,*,0,0,44,*,<=50K
5731,"[0, 80[", Self-emp-not-inc,118506,*,13,*,*, Own-child,*,*,0,0,60,*,<=50K
5732,"[0, 80[", Private,117789,*,10,*,*, Own-child,*,*,0,0,10,*,<=50K
5733,"[0, 80[", Self-emp-not-inc,353881,*,9,*,*, Husband,*,*,0,0,60,*,<=50K
5734,"[0, 80[", Private,200471,*,2,*,*, Husband,*,*,0,0,40,*,<=50K
5735,"[0, 80[", Private,258517,*,10,*,*, Own-child,*,*,0,0,25,*,<=50K
5736,"[0, 80[", Private,190367,*,9,*,*, Husband,*,*,0,0,45,*,<=50K
5737,"[0, 80[", Private,174704,*,7,*,*, Husband,*,*,0,0,40,*,<=50K
5738,"[0, 80[", Private,179413,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5739,"[0, 80[", Private,329530,*,5,*,*, Own-child,*,*,0,0,40,*,<=50K
5740,"[0, 80[", Private,273818,*,10,*,*, Husband,*,*,0,0,55,*,<=50K
5742,"[0, 80[", Private,196001,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
5743,"[0, 80[", Self-emp-not-inc,282660,*,4,*,*, Husband,*,*,0,0,40,*,<=50K
5744,"[0, 80[", Private,72630,*,13,*,*, Not-in-family,*,*,0,0,50,*,<=50K
5745,"[0, 80[", Private,50295,*,10,*,*, Husband,*,*,0,0,48,*,<=50K
5746,"[0, 80[", Private,203240,*,5,*,*, Own-child,*,*,0,0,32,*,<=50K
5747,"[0, 80[", Self-emp-not-inc,172618,*,13,*,*, Husband,*,*,7688,0,40,*,>50K
5748,"[0, 80[", Private,202168,*,10,*,*, Husband,*,*,0,0,60,*,>50K
5749,"[0, 80[", Private,176839,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5750,"[0, 80[", Private,176140,*,9,*,*, Unmarried,*,*,0,0,40,*,>50K
5751,"[0, 80[", Private,39952,*,5,*,*, Husband,*,*,2228,0,37,*,<=50K
5752,"[0, 80[", Private,292465,*,5,*,*, Husband,*,*,0,0,50,*,<=50K
5753,"[0, 80[", ?,161285,*,10,*,*, Wife,*,*,0,0,25,*,<=50K
5754,"[0, 80[", Private,355320,*,13,*,*, Husband,*,*,0,0,45,*,>50K
5755,"[0, 80[", Private,182460,*,9,*,*, Husband,*,*,0,0,40,*,>50K
5756,"[0, 80[", Private,69345,*,11,*,*, Husband,*,*,3103,0,55,*,>50K
5757,"[0, 80[", Self-emp-not-inc,102058,*,14,*,*, Husband,*,*,0,0,40,*,>50K
5758,"[0, 80[", Private,165804,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
5759,"[0, 80[", Private,318259,*,11,*,*, Other-relative,*,*,0,0,36,*,<=50K
5760,"[0, 80[", Private,117606,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5761,"[0, 80[", Private,170718,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5762,"[0, 80[", Private,413297,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
5763,"[0, 80[", Private,190457,*,9,*,*, Own-child,*,*,0,0,30,*,<=50K
5764,"[0, 80[", Private,88278,*,16,*,*, Husband,*,*,0,1977,50,*,>50K
5765,"[0, 80[", Local-gov,217296,*,9,*,*, Wife,*,*,4064,0,22,*,<=50K
5767,"[0, 80[", Private,123429,*,10,*,*, Husband,*,*,0,0,40,*,>50K
5768,"[0, 80[", Federal-gov,420282,*,10,*,*, Unmarried,*,*,0,0,40,*,<=50K
5769,"[0, 80[", Private,498325,*,12,*,*, Husband,*,*,0,0,50,*,<=50K
5770,"[0, 80[", Private,248533,*,10,*,*, Other-relative,*,*,0,0,40,*,<=50K
5771,"[0, 80[", Private,137354,*,14,*,*, Husband,*,*,0,0,40,*,>50K
5772,"[0, 80[", Private,272910,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5773,"[0, 80[", Self-emp-inc,206054,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
5774,"[0, 80[", Local-gov,92141,*,12,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5775,"[0, 80[", Private,163199,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5776,"[0, 80[", Private,195860,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5777,"[0, 80[", Private,115717,*,10,*,*, Husband,*,*,0,2051,40,*,<=50K
5778,"[0, 80[", Private,120029,*,10,*,*, Other-relative,*,*,0,0,20,*,<=50K
5779,"[0, 80[", Private,221762,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5780,"[0, 80[", Private,342164,*,10,*,*, Not-in-family,*,*,0,0,15,*,<=50K
5781,"[0, 80[", Private,176356,*,12,*,*, Own-child,*,*,0,0,20,*,<=50K
5782,"[0, 80[", Private,133239,*,11,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5783,"[0, 80[", Federal-gov,169101,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
5784,"[0, 80[", Private,159442,*,13,*,*, Wife,*,*,0,0,40,*,<=50K
5785,"[0, 80[", Private,174461,*,10,*,*, Own-child,*,*,0,0,45,*,<=50K
5786,"[0, 80[", Private,361280,*,6,*,*, Husband,*,*,0,0,42,*,<=50K
5787,"[0, 80[", State-gov,447579,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5788,"[0, 80[", ?,308995,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
5789,"[0, 80[", Private,248448,*,4,*,*, Unmarried,*,*,0,0,40,*,<=50K
5790,"[0, 80[", Private,161141,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5791,"[0, 80[", Private,212465,*,9,*,*, Husband,*,*,0,0,40,*,>50K
5792,"[0, 80[", Self-emp-inc,170871,*,9,*,*, Husband,*,*,15024,0,55,*,>50K
5793,"[0, 80[", Local-gov,233865,*,9,*,*, Husband,*,*,0,0,40,*,>50K
5794,"[0, 80[", Private,163052,*,9,*,*, Husband,*,*,0,0,40,*,>50K
5795,"[0, 80[", Private,348690,*,13,*,*, Husband,*,*,0,0,40,*,<=50K
5796,"[0, 80[", Federal-gov,34845,*,13,*,*, Husband,*,*,0,0,45,*,>50K
5797,"[0, 80[", Private,206861,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
5798,"[0, 80[", Self-emp-inc,349230,*,11,*,*, Husband,*,*,0,0,60,*,>50K
5799,"[0, 80[", Private,130840,*,9,*,*, Own-child,*,*,0,0,20,*,<=50K
5800,"[0, 80[", Private,415354,*,6,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5801,"[0, 80[", Private,132191,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5802,"[0, 80[", Private,202466,*,12,*,*, Unmarried,*,*,0,0,45,*,<=50K
5803,"[0, 80[", ?,224421,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
5804,"[0, 80[", Self-emp-not-inc,236804,*,10,*,*, Own-child,*,*,0,0,35,*,<=50K
5805,"[0, 80[", Private,107658,*,10,*,*, Not-in-family,*,*,0,0,10,*,<=50K
5806,"[0, 80[", Private,102771,*,9,*,*, Husband,*,*,0,0,50,*,<=50K
5807,"[0, 80[", Private,221403,*,8,*,*, Own-child,*,*,0,0,18,*,<=50K
5808,"[0, 80[", ?,211574,*,6,*,*, Husband,*,*,0,0,1,*,<=50K
5809,"[0, 80[", Private,52645,*,10,*,*, Unmarried,*,*,0,0,40,*,<=50K
5810,"[0, 80[", Private,276310,*,5,*,*, Husband,*,*,0,0,40,*,<=50K
5812,"[0, 80[", Private,215479,*,9,*,*, Not-in-family,*,*,0,0,20,*,<=50K
5813,"[0, 80[", Private,266529,*,11,*,*, Husband,*,*,0,0,40,*,>50K
5814,"[0, 80[", Private,265807,*,10,*,*, Not-in-family,*,*,0,0,45,*,<=50K
5815,"[0, 80[", Self-emp-not-inc,67716,*,10,*,*, Husband,*,*,0,0,60,*,<=50K
5816,"[0, 80[", Private,178951,*,9,*,*, Husband,*,*,0,0,45,*,<=50K
5817,"[0, 80[", Private,241126,*,14,*,*, Husband,*,*,0,0,40,*,>50K
5818,"[0, 80[", Private,176544,*,10,*,*, Not-in-family,*,*,0,0,48,*,<=50K
5819,"[0, 80[", Private,169180,*,10,*,*, Unmarried,*,*,0,0,45,*,<=50K
5820,"[0, 80[", Self-emp-not-inc,282461,*,10,*,*, Husband,*,*,0,0,60,*,<=50K
5821,"[0, 80[", Private,157069,*,12,*,*, Husband,*,*,0,0,40,*,>50K
5823,"[0, 80[", Self-emp-not-inc,414991,*,9,*,*, Husband,*,*,0,0,70,*,<=50K
5824,"[0, 80[", Self-emp-inc,338316,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
5825,"[0, 80[", Self-emp-not-inc,59612,*,6,*,*, Unmarried,*,*,0,0,70,*,<=50K
5826,"[0, 80[", Private,220426,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5827,"[0, 80[", Private,115912,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
5828,"[0, 80[", Private,27032,*,6,*,*, Own-child,*,*,0,0,12,*,<=50K
5829,"[0, 80[", Private,170720,*,8,*,*, Own-child,*,*,0,0,16,*,<=50K
5831,"[0, 80[", Private,192360,*,13,*,*, Husband,*,*,0,0,35,*,>50K
5833,"[0, 80[", Private,128553,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
5834,"[0, 80[", Private,209423,*,2,*,*, Husband,*,*,0,0,38,*,<=50K
5835,"[0, 80[", Self-emp-not-inc,121510,*,9,*,*, Unmarried,*,*,0,0,55,*,<=50K
5836,"[0, 80[", Private,93793,*,14,*,*, Husband,*,*,0,0,38,*,>50K
5837,"[0, 80[", Private,133602,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5838,"[0, 80[", Private,391329,*,10,*,*, Not-in-family,*,*,0,0,30,*,<=50K
5839,"[0, 80[", Private,96359,*,13,*,*, Husband,*,*,0,0,60,*,>50K
5840,"[0, 80[", Private,203894,*,10,*,*, Not-in-family,*,*,0,0,24,*,<=50K
5841,"[0, 80[", Private,196193,*,14,*,*, Other-relative,*,*,0,0,60,*,<=50K
5843,"[0, 80[", Private,50879,*,6,*,*, Own-child,*,*,0,0,6,*,<=50K
5844,"[0, 80[", Private,186849,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
5845,"[0, 80[", Private,201127,*,10,*,*, Husband,*,*,0,0,50,*,<=50K
5846,"[0, 80[", Private,110998,*,9,*,*, Other-relative,*,*,0,0,36,*,<=50K
5847,"[0, 80[", Private,190466,*,9,*,*, Own-child,*,*,2174,0,40,*,<=50K
5848,"[0, 80[", Self-emp-not-inc,173935,*,13,*,*, Husband,*,*,0,0,8,*,>50K
5849,"[0, 80[", Private,167140,*,10,*,*, Own-child,*,*,0,1602,24,*,<=50K
5850,"[0, 80[", Private,110230,*,6,*,*, Own-child,*,*,0,0,11,*,<=50K
5851,"[0, 80[", Private,287658,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
5852,"[0, 80[", Private,224954,*,10,*,*, Own-child,*,*,0,0,25,*,<=50K
5853,"[0, 80[", ?,394820,*,10,*,*, Unmarried,*,*,0,0,20,*,<=50K
5854,"[0, 80[", Private,37618,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
5855,"[0, 80[", Self-emp-not-inc,29306,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5856,"[0, 80[", Private,37314,*,10,*,*, Husband,*,*,5013,0,40,*,<=50K
5857,"[0, 80[", Private,420749,*,12,*,*, Husband,*,*,0,0,40,*,>50K
5858,"[0, 80[", Private,482732,*,6,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5859,"[0, 80[", Private,206215,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
5860,"[0, 80[", Private,101364,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5861,"[0, 80[", Self-emp-inc,185369,*,6,*,*, Husband,*,*,0,0,30,*,<=50K
5862,"[0, 80[", Private,216856,*,14,*,*, Husband,*,*,0,0,50,*,<=50K
5864,"[0, 80[", Private,348144,*,10,*,*, Not-in-family,*,*,3325,0,53,*,<=50K
5865,"[0, 80[", Private,190293,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5866,"[0, 80[", Self-emp-not-inc,25932,*,9,*,*, Husband,*,*,0,0,60,*,<=50K
5867,"[0, 80[", Private,176729,*,13,*,*, Husband,*,*,0,0,60,*,>50K
5868,"[0, 80[", Private,166961,*,7,*,*, Own-child,*,*,0,0,20,*,<=50K
5869,"[0, 80[", Private,86373,*,9,*,*, Husband,*,*,0,0,50,*,<=50K
5870,"[0, 80[", Private,320513,*,4,*,*, Not-in-family,*,*,0,0,50,*,<=50K
5871,"[0, 80[", State-gov,190290,*,13,*,*, Husband,*,*,0,0,38,*,>50K
5872,"[0, 80[", Local-gov,111891,*,4,*,*, Unmarried,*,*,0,0,40,*,<=50K
5873,"[0, 80[", Self-emp-not-inc,45796,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
5874,"[0, 80[", Private,108496,*,10,*,*, Not-in-family,*,*,2907,0,40,*,<=50K
5875,"[0, 80[", Self-emp-not-inc,120539,*,10,*,*, Husband,*,*,3103,0,40,*,>50K
5876,"[0, 80[", Self-emp-not-inc,164526,*,14,*,*, Not-in-family,*,*,10520,0,45,*,>50K
5878,"[0, 80[", Private,65389,*,9,*,*, Not-in-family,*,*,0,0,30,*,<=50K
5879,"[0, 80[", Private,414871,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
5880,"[0, 80[", Private,161607,*,10,*,*, Husband,*,*,0,0,45,*,<=50K
5881,"[0, 80[", Private,224953,*,6,*,*, Husband,*,*,0,0,40,*,<=50K
5882,"[0, 80[", Private,261382,*,14,*,*, Husband,*,*,15024,0,45,*,>50K
5883,"[0, 80[", Self-emp-not-inc,231818,*,6,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5884,"[0, 80[", Self-emp-inc,184018,*,9,*,*, Unmarried,*,*,1151,0,50,*,<=50K
5885,"[0, 80[", Self-emp-inc,133060,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5886,"[0, 80[", Private,35032,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5887,"[0, 80[", State-gov,304212,*,9,*,*, Not-in-family,*,*,0,0,50,*,<=50K
5888,"[0, 80[", Local-gov,50442,*,5,*,*, Other-relative,*,*,0,0,40,*,<=50K
5889,"[0, 80[", Private,146091,*,13,*,*, Wife,*,*,0,0,20,*,>50K
5890,"[0, 80[", Private,267431,*,13,*,*, Own-child,*,*,0,0,20,*,<=50K
5891,"[0, 80[", Private,121240,*,9,*,*, Not-in-family,*,*,0,0,30,*,<=50K
5892,"[0, 80[", Private,192572,*,9,*,*, Own-child,*,*,0,0,45,*,<=50K
5893,"[0, 80[", Private,211028,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5894,"[0, 80[", Local-gov,346122,*,12,*,*, Husband,*,*,5013,0,45,*,<=50K
5895,"[0, 80[", Private,202203,*,13,*,*, Other-relative,*,*,0,0,50,*,<=50K
5896,"[0, 80[", Private,159297,*,10,*,*, Own-child,*,*,0,0,15,*,<=50K
5897,"[0, 80[", Private,310158,*,10,*,*, Own-child,*,*,0,0,30,*,<=50K
5898,"[0, 80[", Federal-gov,193246,*,13,*,*, Husband,*,*,0,0,42,*,>50K
5899,"[0, 80[", Private,200089,*,10,*,*, Other-relative,*,*,0,0,40,*,<=50K
5900,"[0, 80[", Private,38353,*,9,*,*, Husband,*,*,0,0,45,*,<=50K
5901,"[0, 80[", Private,76280,*,9,*,*, Wife,*,*,0,0,40,*,<=50K
5902,"[0, 80[", Self-emp-not-inc,243665,*,9,*,*, Husband,*,*,0,0,50,*,<=50K
5904,"[0, 80[", Private,103596,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5905,"[0, 80[", Self-emp-not-inc,88055,*,10,*,*, Husband,*,*,0,0,24,*,<=50K
5906,"[0, 80[", Private,186203,*,9,*,*, Husband,*,*,0,0,50,*,<=50K
5907,"[0, 80[", Private,257910,*,13,*,*, Not-in-family,*,*,0,0,50,*,<=50K
5908,"[0, 80[", Private,200227,*,11,*,*, Wife,*,*,0,0,40,*,<=50K
5909,"[0, 80[", Self-emp-not-inc,124975,*,9,*,*, Unmarried,*,*,27828,0,55,*,>50K
5910,"[0, 80[", Private,227669,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
5911,"[0, 80[", Private,117210,*,10,*,*, Own-child,*,*,0,0,25,*,<=50K
5912,"[0, 80[", Private,76144,*,9,*,*, Not-in-family,*,*,0,0,50,*,<=50K
5913,"[0, 80[", Private,98667,*,7,*,*, Own-child,*,*,0,0,16,*,<=50K
5914,"[0, 80[", Local-gov,155818,*,10,*,*, Wife,*,*,0,0,44,*,<=50K
5915,"[0, 80[", Private,283760,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
5916,"[0, 80[", ?,281907,*,7,*,*, Husband,*,*,0,0,3,*,<=50K
5917,"[0, 80[", Private,186183,*,9,*,*, Husband,*,*,0,0,40,*,>50K
5918,"[0, 80[", Self-emp-inc,202153,*,14,*,*, Husband,*,*,0,0,40,*,<=50K
5919,"[0, 80[", Private,365683,*,9,*,*, Not-in-family,*,*,0,0,40,*,>50K
5920,"[0, 80[", Private,187538,*,6,*,*, Unmarried,*,*,0,0,40,*,<=50K
5921,"[0, 80[", ?,209432,*,9,*,*, Unmarried,*,*,0,0,20,*,<=50K
5922,"[0, 80[", Private,126950,*,9,*,*, Husband,*,*,0,0,60,*,<=50K
5923,"[0, 80[", Private,110028,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
5924,"[0, 80[", Private,104660,*,13,*,*, Unmarried,*,*,0,0,45,*,<=50K
5925,"[0, 80[", Self-emp-not-inc,437281,*,10,*,*, Husband,*,*,0,0,38,*,>50K
5926,"[0, 80[", Private,259643,*,14,*,*, Not-in-family,*,*,4650,0,40,*,<=50K
5927,"[0, 80[", Private,217961,*,10,*,*, Own-child,*,*,0,1719,30,*,<=50K
5928,"[0, 80[", ?,134746,*,10,*,*, Own-child,*,*,0,0,35,*,<=50K
5929,"[0, 80[", Self-emp-not-inc,120539,*,13,*,*, Husband,*,*,0,0,50,*,>50K
5930,"[0, 80[", Private,25803,*,10,*,*, Husband,*,*,0,0,55,*,<=50K
5931,"[0, 80[", Private,63596,*,10,*,*, Wife,*,*,0,0,32,*,>50K
5932,"[0, 80[", Local-gov,325493,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
