index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
3401,"[40, 80[", Private,78141,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3402,"[40, 80[", ?,190324,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,18,United-States,<=50K
3405,"[40, 80[", Local-gov,134671,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3407,"[40, 80[", Private,117674,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3410,"[40, 80[", Federal-gov,122861,Higher education,14,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3412,"[40, 80[", Private,187821,Secondary education,9,Spouse present,*, Husband,*,Male,2885,0,40,United-States,<=50K
3413,"[0, 40[", Private,340940,Higher education,13,Spouse present,*, Husband,*,Male,7298,0,60,United-States,>50K
3414,"[40, 80[", Self-emp-not-inc,194791,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3415,"[40, 80[", Private,231323,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3417,"[0, 40[", Private,25429,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,25,United-States,<=50K
3418,"[40, 80[", State-gov,192779,Higher education,13,Spouse present,*, Husband,*,Male,7688,0,40,United-States,>50K
3420,"[0, 40[", Private,341368,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,50,United-States,<=50K
3421,"[0, 40[", State-gov,295612,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3427,"[40, 80[", Private,457237,Higher education,14,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3428,"[40, 80[", Self-emp-inc,284799,Higher education,10,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
3431,"[0, 40[", Private,139183,Secondary education,6,Spouse not present,*, Own-child,*,Female,0,0,15,United-States,<=50K
3432,"[0, 40[", Private,203482,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3433,"[0, 40[", Private,112554,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,45,United-States,<=50K
3434,"[40, 80[", Private,99476,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,38,United-States,<=50K
3435,"[40, 80[", Private,93690,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3436,"[0, 40[", Private,220585,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3437,"[40, 80[", Self-emp-not-inc,194638,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,32,United-States,<=50K
3438,"[40, 80[", Private,154785,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
3440,"[0, 40[", Self-emp-inc,214542,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,50,United-States,<=50K
3441,"[0, 40[", Private,161922,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,43,United-States,<=50K
3442,"[40, 80[", Private,207940,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3445,"[40, 80[", Private,116391,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3449,"[0, 40[", Local-gov,188798,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,50,United-States,<=50K
3451,"[0, 40[", Private,111398,Higher education,13,Spouse present,*, Wife,*,Female,7688,0,40,United-States,>50K
3452,"[0, 40[", State-gov,152035,Higher education,12,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
3453,"[0, 40[", ?,139003,Secondary education,9,Spouse not present,*, Other-relative,*,Female,0,0,12,United-States,<=50K
3454,"[40, 80[", Local-gov,249289,Higher education,13,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
3456,"[0, 40[", ?,113175,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,20,United-States,<=50K
3457,"[0, 40[", Private,151158,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,25,United-States,<=50K
3458,"[0, 40[", Private,465326,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3459,"[0, 40[", ?,356772,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
3460,"[0, 40[", Private,364782,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3462,"[0, 40[", Private,329301,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,55,United-States,<=50K
3464,"[0, 40[", Private,203488,Higher education,13,Spouse present,*, Husband,*,Male,7298,0,50,United-States,>50K
3465,"[0, 40[", Local-gov,222800,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
3466,"[0, 40[", Private,96452,Higher education,14,Spouse present,*, Husband,*,Male,0,0,55,United-States,>50K
3468,"[0, 40[", Local-gov,116580,Higher education,13,Spouse present,*, Wife,*,Female,0,0,20,United-States,>50K
3469,"[40, 80[", Private,400004,Higher education,10,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
3471,"[0, 40[", Private,194055,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
3472,"[0, 40[", Private,210443,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
3473,"[0, 40[", Private,43272,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,20,United-States,<=50K
3474,"[40, 80[", Local-gov,108945,Higher education,13,Spouse not present,*, Unmarried,*,Female,0,0,48,United-States,<=50K
3475,"[0, 40[", Private,114691,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
3476,"[0, 40[", Private,304169,Secondary education,7,Spouse not present,*, Own-child,*,Male,0,0,35,United-States,<=50K
3477,"[40, 80[", Private,503923,Secondary education,9,Spouse present,*, Husband,*,Male,4386,0,40,United-States,>50K
3478,"[0, 40[", Private,340428,Higher education,13,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,>50K
3482,"[0, 40[", Private,39665,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,37,United-States,<=50K
3485,"[40, 80[", Private,349304,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3488,"[0, 40[", Private,117833,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,1669,50,United-States,<=50K
3491,"[0, 40[", Private,323619,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
3492,"[0, 40[", Private,75755,Higher education,11,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3494,"[0, 40[", Private,40915,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,>50K
3496,"[0, 40[", Private,131033,Secondary education,7,Spouse not present,*, Other-relative,*,Male,0,0,15,United-States,<=50K
3497,"[0, 40[", Self-emp-not-inc,168475,Higher education,10,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
3498,"[0, 40[", Private,121568,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
3499,"[0, 40[", Private,139098,Higher education,14,Spouse present,*, Husband,*,Male,5013,0,40,United-States,<=50K
3501,"[0, 40[", Private,283268,Higher education,13,Spouse not present,*, Unmarried,*,Female,0,0,36,United-States,<=50K
3503,"[40, 80[", Private,315321,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,625,52,United-States,<=50K
3504,"[0, 40[", Private,120461,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3508,"[0, 40[", Private,265038,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
3509,"[0, 40[", Private,89478,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,20,United-States,<=50K
3512,"[0, 40[", Private,152035,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
3514,"[0, 40[", Private,75995,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,45,United-States,<=50K
3516,"[0, 40[", ?,188618,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,25,United-States,<=50K
3517,"[40, 80[", Private,229737,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
3519,"[40, 80[", Private,52953,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
3520,"[0, 40[", Private,221043,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,35,United-States,<=50K
3521,"[40, 80[", Federal-gov,115389,Higher education,10,Spouse present,*, Husband,*,Male,0,0,36,United-States,<=50K
3523,"[40, 80[", Private,338816,Higher education,10,Spouse present,*, Husband,*,Male,15024,0,45,United-States,>50K
3524,"[0, 40[", Private,197387,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,20,United-States,<=50K
3525,"[0, 40[", Private,42485,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,55,United-States,<=50K
3526,"[0, 40[", Private,367706,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3527,"[0, 40[", Private,102493,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3528,"[0, 40[", Private,263746,Secondary education,6,Spouse not present,*, Own-child,*,Male,0,0,24,United-States,<=50K
3529,"[40, 80[", Private,115358,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3530,"[40, 80[", Private,189680,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
3534,"[0, 40[", Private,300812,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,25,United-States,<=50K
3535,"[0, 40[", Private,174732,Secondary education,9,Spouse not present,*, Other-relative,*,Male,0,0,36,United-States,<=50K
3538,"[0, 40[", Self-emp-inc,213008,Higher education,12,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3539,"[40, 80[", Private,357848,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3540,"[0, 40[", Private,165799,Higher education,14,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
3543,"[40, 80[", Local-gov,105862,Higher education,10,Spouse present,*, Wife,*,Female,0,1902,40,United-States,>50K
3546,"[0, 40[", Private,129583,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,16,United-States,<=50K
3547,"[40, 80[", Private,180920,Secondary education,6,Spouse present,*, Husband,*,Male,0,0,43,United-States,<=50K
3548,"[0, 40[", Self-emp-not-inc,182416,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,42,United-States,<=50K
3549,"[0, 40[", Private,251915,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
3550,"[0, 40[", Local-gov,187127,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3555,"[0, 40[", ?,213055,Secondary education,7,Spouse not present,*, Not-in-family,*,Female,0,0,20,United-States,<=50K
3558,"[0, 40[", Local-gov,134181,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,50,United-States,<=50K
3559,"[40, 80[", Private,159910,Higher education,13,Spouse not present,*, Not-in-family,*,Male,10520,0,40,United-States,>50K
3560,"[0, 40[", Self-emp-inc,117570,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,60,United-States,<=50K
3561,"[40, 80[", Self-emp-inc,214169,Secondary education,9,Spouse present,*, Husband,*,Male,15024,0,40,United-States,>50K
3563,"[40, 80[", Private,35576,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,38,United-States,<=50K
3564,"[40, 80[", Self-emp-not-inc,149168,Higher education,10,Spouse present,*, Husband,*,Male,0,0,55,United-States,<=50K
3565,"[0, 40[", Private,157165,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
3566,"[0, 40[", Private,278130,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
3567,"[40, 80[", Private,257200,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3568,"[0, 40[", Private,283122,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3571,"[40, 80[", Private,519006,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,52,United-States,<=50K
3572,"[0, 40[", ?,37332,Secondary education,9,Spouse not present,*, Own-child,*,Female,1055,0,12,United-States,<=50K
3575,"[40, 80[", Private,336513,Higher education,10,Spouse present,*, Husband,*,Male,0,1902,40,United-States,>50K
3576,"[0, 40[", Private,115551,Secondary education,7,Spouse not present,*, Own-child,*,Female,0,0,20,United-States,<=50K
3577,"[40, 80[", State-gov,50048,Higher education,16,Spouse present,*, Husband,*,Male,7688,0,50,United-States,>50K
3578,"[0, 40[", Self-emp-inc,382802,Higher education,16,Spouse present,*, Husband,*,Male,0,0,99,United-States,>50K
3580,"[40, 80[", Private,106023,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3582,"[0, 40[", Private,95465,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3583,"[40, 80[", Local-gov,96102,Higher education,10,Spouse present,*, Husband,*,Male,0,1887,40,United-States,>50K
3584,"[0, 40[", Private,36440,Higher education,15,Spouse not present,*, Not-in-family,*,Female,0,0,65,United-States,>50K
3585,"[0, 40[", Self-emp-not-inc,209384,Secondary education,9,Spouse not present,*, Other-relative,*,Male,0,0,32,United-States,<=50K
3587,"[40, 80[", Private,143865,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,35,United-States,<=50K
3589,"[0, 40[", Local-gov,50442,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,32,United-States,<=50K
3590,"[0, 40[", Private,236601,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,48,United-States,<=50K
3596,"[0, 40[", Private,182355,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,20,United-States,<=50K
3597,"[0, 40[", ?,191444,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3598,"[0, 40[", Local-gov,44216,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,35,United-States,<=50K
3599,"[40, 80[", Private,97688,Higher education,10,Spouse present,*, Husband,*,Male,0,0,48,United-States,>50K
3601,"[0, 40[", Private,96016,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,45,United-States,<=50K
3603,"[40, 80[", Private,159046,Secondary education,4,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3604,"[40, 80[", Private,138634,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3605,"[0, 40[", Private,130125,Secondary education,6,Spouse not present,*, Own-child,*,Female,1055,0,20,United-States,<=50K
3613,"[0, 40[", Local-gov,117109,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,27,United-States,<=50K
3616,"[0, 40[", Private,189590,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
3617,"[0, 40[", Self-emp-not-inc,58343,Secondary education,9,Spouse not present,*, Unmarried,*,Male,0,0,56,United-States,<=50K
3618,"[0, 40[", Private,354201,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3619,"[0, 40[", Private,119422,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3625,"[0, 40[", Private,236910,Higher education,13,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
3626,"[40, 80[", Private,378251,Secondary education,9,Spouse present,*, Wife,*,Female,0,0,38,United-States,<=50K
3628,"[0, 40[", Private,203182,Higher education,13,Spouse not present,*, Other-relative,*,Female,0,0,20,United-States,<=50K
3629,"[0, 40[", Private,130304,Secondary education,9,Spouse present,*, Husband,*,Male,0,1485,48,United-States,<=50K
3631,"[40, 80[", ?,191024,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3632,"[0, 40[", Private,197728,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
3634,"[40, 80[", Private,89226,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
3637,"[0, 40[", Private,180296,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
3638,"[0, 40[", Private,361487,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
3639,"[0, 40[", Private,218490,Higher education,13,Spouse present,*, Husband,*,Male,0,1848,40,United-States,>50K
3643,"[0, 40[", State-gov,33308,Higher education,11,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3645,"[0, 40[", Private,170651,Secondary education,9,Spouse not present,*, Own-child,*,Female,1055,0,40,United-States,<=50K
3648,"[0, 40[", Federal-gov,48099,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3649,"[0, 40[", Private,143062,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,32,United-States,<=50K
3650,"[0, 40[", Private,104704,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3651,"[0, 40[", Private,30497,Higher education,13,Spouse present,*, Husband,*,Male,15024,0,60,United-States,>50K
3652,"[40, 80[", State-gov,174325,Higher education,14,Spouse present,*, Husband,*,Male,7688,0,40,United-States,>50K
3653,"[0, 40[", Private,286675,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,50,United-States,<=50K
3654,"[40, 80[", Private,59474,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3655,"[40, 80[", Private,378384,Higher education,15,Spouse present,*, Husband,*,Male,0,1902,60,United-States,>50K
3658,"[0, 40[", Private,342575,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,30,United-States,<=50K
3659,"[0, 40[", Private,206051,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3660,"[40, 80[", Private,234213,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
3662,"[0, 40[", Private,233490,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,50,United-States,<=50K
3663,"[0, 40[", Private,344129,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3664,"[40, 80[", Self-emp-not-inc,171315,Higher education,13,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
3665,"[0, 40[", Self-emp-not-inc,181485,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,>50K
3669,"[40, 80[", Private,84726,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3672,"[40, 80[", Private,102025,Higher education,14,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
3674,"[0, 40[", Private,55291,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3676,"[40, 80[", Private,100584,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3677,"[40, 80[", Local-gov,181755,Higher education,14,Spouse not present,*, Not-in-family,*,Female,0,0,35,United-States,>50K
3678,"[40, 80[", Private,150528,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3679,"[0, 40[", Private,107277,Secondary education,7,Spouse not present,*, Own-child,*,Female,0,0,20,United-States,<=50K
3681,"[0, 40[", Private,291979,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3682,"[0, 40[", Private,270985,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
3683,"[40, 80[", Private,62605,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,35,United-States,<=50K
3684,"[40, 80[", Self-emp-not-inc,176863,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3685,"[40, 80[", Private,53197,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3686,"[0, 40[", Self-emp-not-inc,267776,Secondary education,9,Spouse not present,*, Other-relative,*,Female,0,0,30,United-States,<=50K
3690,"[0, 40[", Private,291968,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,44,United-States,<=50K
3691,"[0, 40[", Private,80933,Secondary education,9,Spouse present,*, Husband,*,Male,0,1672,40,United-States,<=50K
3692,"[40, 80[", Private,271828,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3694,"[0, 40[", Local-gov,31023,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3695,"[0, 40[", Self-emp-not-inc,36425,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,35,United-States,<=50K
3697,"[0, 40[", Private,241895,Secondary education,9,Spouse present,*, Husband,*,Male,0,1628,40,United-States,<=50K
3698,"[40, 80[", Self-emp-not-inc,158555,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
3700,"[40, 80[", Private,123429,Higher education,10,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
3702,"[0, 40[", Private,290286,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
3706,"[0, 40[", Private,437994,Higher education,10,Spouse not present,*, Other-relative,*,Male,0,0,20,United-States,<=50K
3707,"[40, 80[", Private,113555,Higher education,10,Spouse present,*, Husband,*,Male,7298,0,50,United-States,>50K
3709,"[40, 80[", Local-gov,343079,Higher education,13,Spouse present,*, Wife,*,Female,0,1740,20,United-States,<=50K
3710,"[0, 40[", Private,406662,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,4416,0,40,United-States,<=50K
3711,"[40, 80[", Self-emp-not-inc,37618,Higher education,10,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
3712,"[0, 40[", Private,114158,Higher education,11,Spouse not present,*, Own-child,*,Female,0,0,35,United-States,<=50K
3715,"[0, 40[", Private,344891,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,20,United-States,<=50K
3716,"[40, 80[", Private,286750,Higher education,13,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
3717,"[0, 40[", Private,194197,Higher education,13,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3718,"[0, 40[", Self-emp-not-inc,206599,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,22,United-States,<=50K
3720,"[40, 80[", Private,56841,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3721,"[0, 40[", Private,112561,Higher education,13,Spouse present,*, Husband,*,Male,0,0,55,United-States,>50K
3723,"[40, 80[", Self-emp-inc,175339,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
3724,"[0, 40[", Private,234901,Higher education,14,Spouse present,*, Husband,*,Male,0,1977,60,United-States,>50K
3725,"[0, 40[", ?,298133,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3726,"[40, 80[", Private,217083,Secondary education,9,Spouse present,*, Wife,*,Female,0,0,40,United-States,>50K
3729,"[0, 40[", Local-gov,25864,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,35,United-States,<=50K
3730,"[0, 40[", Private,109419,Higher education,11,Spouse not present,*, Not-in-family,*,Female,0,0,45,United-States,<=50K
3731,"[0, 40[", Federal-gov,203070,Higher education,10,Spouse present,*, Husband,*,Male,0,0,43,United-States,<=50K
3732,"[0, 40[", Private,107843,Secondary education,9,Spouse present,*, Husband,*,Male,5178,0,50,United-States,>50K
3734,"[0, 40[", Private,148644,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,28,United-States,<=50K
3735,"[0, 40[", Private,125762,Higher education,10,Spouse present,*, Husband,*,Male,0,0,30,United-States,<=50K
3737,"[0, 40[", Private,193741,Secondary education,7,Spouse not present,*, Other-relative,*,Male,0,0,30,United-States,<=50K
3738,"[0, 40[", Private,588905,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3740,"[40, 80[", State-gov,222374,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,43,United-States,>50K
3741,"[0, 40[", Private,185359,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3745,"[0, 40[", Self-emp-not-inc,189027,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,30,United-States,<=50K
3748,"[0, 40[", Private,334291,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
3752,"[40, 80[", Private,142719,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3753,"[0, 40[", Private,162593,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3754,"[40, 80[", Self-emp-not-inc,236852,Higher education,13,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
3755,"[0, 40[", Local-gov,154863,Secondary education,9,Spouse not present,*, Other-relative,*,Male,0,1876,40,United-States,<=50K
3758,"[0, 40[", Private,33355,Secondary education,9,Spouse present,*, Husband,*,Male,7298,0,48,United-States,>50K
3759,"[40, 80[", ?,196782,Secondary education,4,Spouse present,*, Husband,*,Male,0,0,30,United-States,<=50K
3760,"[0, 40[", Self-emp-inc,291518,Higher education,13,Spouse present,*, Husband,*,Male,15024,0,55,United-States,>50K
3762,"[0, 40[", Private,369549,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,30,United-States,<=50K
3764,"[0, 40[", Private,202673,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,50,United-States,<=50K
3766,"[0, 40[", Local-gov,264503,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3767,"[0, 40[", Local-gov,244341,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
3769,"[0, 40[", Private,187392,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3770,"[40, 80[", State-gov,119578,Higher education,13,Spouse not present,*, Unmarried,*,Female,0,0,20,United-States,<=50K
3774,"[40, 80[", Self-emp-inc,362654,Higher education,10,Spouse present,*, Husband,*,Male,15024,0,50,United-States,>50K
3775,"[0, 40[", ?,29810,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
3776,"[40, 80[", Federal-gov,77332,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,50,United-States,<=50K
3780,"[40, 80[", Private,237729,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
3781,"[0, 40[", Private,200973,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3783,"[0, 40[", Self-emp-not-inc,131568,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,66,United-States,<=50K
3784,"[40, 80[", Private,185859,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,43,United-States,<=50K
3785,"[0, 40[", Private,231981,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,32,United-States,<=50K
3788,"[40, 80[", Private,164135,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
3789,"[0, 40[", Private,171216,Higher education,13,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
3791,"[0, 40[", Private,249277,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,75,United-States,<=50K
3793,"[0, 40[", Private,52372,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,20,United-States,<=50K
3794,"[0, 40[", Federal-gov,95806,Higher education,10,Spouse not present,*, Not-in-family,*,Male,3325,0,40,United-States,<=50K
3799,"[0, 40[", Private,132870,Secondary education,7,Spouse present,*, Husband,*,Male,0,0,45,United-States,<=50K
3801,"[0, 40[", Private,35644,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,10,United-States,<=50K
3802,"[0, 40[", Private,198148,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,50,United-States,<=50K
